year,fips,area_name,state,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent
,2301945810,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301947560,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301948505,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301949065,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301952710,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301955225,"Bangor, ME HUD Metro FMR Area",23.0,708,826,1057,1315,1729
,2301955565,"Bangor, ME HUD Metro FMR Area",23.0,708,826,1057,1315,1729
,2301955680,"Bangor, ME HUD Metro FMR Area",23.0,708,826,1057,1315,1729
,2301957045,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301957150,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301957936,"Bangor, ME HUD Metro FMR Area",,708,826,1057,1315,1729
,2301959950,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301960790,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301967160,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301973250,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301973600,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301974055,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301978015,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301978780,"Bangor, ME HUD Metro FMR Area",23.0,708,826,1057,1315,1729
,2301981055,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301985230,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301986305,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2301987390,"Penobscot County, ME (part) HUD Metro FMR Area",23.0,595,658,867,1078,1176
,2302100100,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302103740,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302105560,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302106400,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302108325,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302118195,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302129535,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302130095,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302137095,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302137970,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302144830,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302146020,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302146580,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302151105,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302153628,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302156765,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302165865,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302166950,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302168140,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302170655,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302181405,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302185710,"Piscataquis County, ME",23.0,484,618,734,1011,1271
,2302301570,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302303355,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302306260,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302306365,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302327295,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302358070,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302358515,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302362645,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302376960,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302381930,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302387460,"Sagadahoc County, ME HUD Metro FMR Area",23.0,717,892,1086,1432,1615
,2302501395,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302501885,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302505000,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302507380,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302509655,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302509935,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302510495,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302511820,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302514555,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302517285,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302517460,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302523410,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302524320,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302531355,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302531740,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302532895,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302535345,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302542660,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302545110,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302547140,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302547455,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302549205,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302549835,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302551114,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302553636,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302556520,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302559005,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302559705,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302562995,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302564850,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302567238,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302568910,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302569155,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302569505,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302573845,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302576190,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302582840,"Somerset County, ME",23.0,527,606,798,1035,1129
,2302703950,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302704125,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302707870,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302709270,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302726280,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302726420,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302735240,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302735450,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302737585,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302739055,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302739755,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302746475,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302746790,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302747245,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302752845,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302756450,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302761210,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302766565,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302766635,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302774475,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302775525,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302776610,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302777625,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302778255,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302779480,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302786760,"Waldo County, ME",23.0,836,841,1001,1257,1712
,2302900380,"Washington County, ME",23.0,599,603,795,989,1085
,2302900660,"Washington County, ME",23.0,599,603,795,989,1085
,2302902480,"Washington County, ME",23.0,599,603,795,989,1085
,2302902970,"Washington County, ME",23.0,599,603,795,989,1085
,2302903670,"Washington County, ME",23.0,599,603,795,989,1085
,2302903810,"Washington County, ME",23.0,599,603,795,989,1085
,2302909585,"Washington County, ME",23.0,599,603,795,989,1085
,2302912175,"Washington County, ME",23.0,599,603,795,989,1085
,2302912455,"Washington County, ME",23.0,599,603,795,989,1085
,2302913610,"Washington County, ME",23.0,599,603,795,989,1085
,2302913750,"Washington County, ME",23.0,599,603,795,989,1085
,2302913820,"Washington County, ME",23.0,599,603,795,989,1085
,2302914100,"Washington County, ME",23.0,599,603,795,989,1085
,2302914940,"Washington County, ME",23.0,599,603,795,989,1085
,2302915920,"Washington County, ME",23.0,599,603,795,989,1085
,2302916410,"Washington County, ME",23.0,599,603,795,989,1085
,2302916865,"Washington County, ME",23.0,599,603,795,989,1085
,2302917355,"Washington County, ME",23.0,599,603,795,989,1085
,2302919870,"Washington County, ME",23.0,599,603,795,989,1085
,2302920960,"Washington County, ME",23.0,599,603,795,989,1085
,2302921730,"Washington County, ME",23.0,599,603,795,989,1085
,2302928660,"Washington County, ME",23.0,599,603,795,989,1085
,2302931530,"Washington County, ME",23.0,599,603,795,989,1085
,2302935905,"Washington County, ME",23.0,599,603,795,989,1085
,2302936010,"Washington County, ME",23.0,599,603,795,989,1085
,2302941610,"Washington County, ME",23.0,599,603,795,989,1085
,2302941960,"Washington County, ME",23.0,599,603,795,989,1085
,2302942100,"Washington County, ME",23.0,599,603,795,989,1085
,2302943640,"Washington County, ME",23.0,599,603,795,989,1085
,2302944760,"Washington County, ME",23.0,599,603,795,989,1085
,2302945600,"Washington County, ME",23.0,599,603,795,989,1085
,2302951375,"Washington County, ME",23.0,599,603,795,989,1085
,2302953500,"Washington County, ME",23.0,599,603,795,989,1085
,2302957082,"Washington County, ME",23.0,599,603,795,989,1085
,2302957090,"Washington County, ME",23.0,599,603,795,989,1085
,2302957780,"Washington County, ME",23.0,599,603,795,989,1085
,2302958165,"Washington County, ME",23.0,599,603,795,989,1085
,2302961035,"Washington County, ME",23.0,599,603,795,989,1085
,2302963275,"Washington County, ME",23.0,599,603,795,989,1085
,2302963940,"Washington County, ME",23.0,599,603,795,989,1085
,2302974125,"Washington County, ME",23.0,599,603,795,989,1085
,2302975770,"Washington County, ME",23.0,599,603,795,989,1085
,2302976895,"Washington County, ME",23.0,599,603,795,989,1085
,2302978675,"Washington County, ME",23.0,599,603,795,989,1085
,2302979375,"Washington County, ME",23.0,599,603,795,989,1085
,2302981685,"Washington County, ME",23.0,599,603,795,989,1085
,2302985185,"Washington County, ME",23.0,599,603,795,989,1085
,2302985290,"Washington County, ME",23.0,599,603,795,989,1085
,2303100275,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303100730,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303101605,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303104720,"York-Kittery-South Berwick, ME HUD Metro FMR Area",23.0,1066,1118,1473,1905,2550
,2303104860,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303109410,"Portland, ME HUD Metro FMR Area",23.0,1088,1229,1592,2061,2518
,2303114485,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303116725,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303122955,"York-Kittery-South Berwick, ME HUD Metro FMR Area",23.0,1066,1118,1473,1905,2550
,2303133665,"Portland, ME HUD Metro FMR Area",23.0,1088,1229,1592,2061,2518
,2303136535,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303136745,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303137270,"York-Kittery-South Berwick, ME HUD Metro FMR Area",23.0,1066,1118,1473,1905,2550
,2303138425,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303139195,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303139405,"Portland, ME HUD Metro FMR Area",23.0,1088,1229,1592,2061,2518
,2303141750,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303148750,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303150325,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303154980,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303155085,"Portland, ME HUD Metro FMR Area",23.0,1088,1229,1592,2061,2518
,2303156870,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303164675,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303165725,"York County, ME (part) HUD Metro FMR Area",,924,936,1175,1468,1724
,2303167475,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303170030,"York-Kittery-South Berwick, ME HUD Metro FMR Area",23.0,1066,1118,1473,1905,2550
,2303180530,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303181475,"York County, ME (part) HUD Metro FMR Area",23.0,924,936,1175,1468,1724
,2303187985,"York-Kittery-South Berwick, ME HUD Metro FMR Area",23.0,1066,1118,1473,1905,2550
,2400199999,"Cumberland, MD-WV MSA",24.0,499,587,734,965,1223
,2400399999,"Baltimore-Columbia-Towson, MD MSA",24.0,917,1115,1384,1793,2053
,2400599999,"Baltimore-Columbia-Towson, MD MSA",24.0,917,1115,1384,1793,2053
,2400999999,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",24.0,1513,1548,1765,2263,2742
,2401199999,"Caroline County, MD",24.0,677,711,937,1238,1524
,2401399999,"Baltimore-Columbia-Towson, MD MSA",24.0,917,1115,1384,1793,2053
,2401599999,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",24.0,900,1040,1260,1567,1796
,2401799999,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",24.0,1513,1548,1765,2263,2742
,2401999999,"Dorchester County, MD",24.0,748,753,902,1240,1367
,2402199999,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",24.0,1513,1548,1765,2263,2742
,2402399999,"Garrett County, MD",24.0,484,604,734,1050,1271
,2402599999,"Baltimore-Columbia-Towson, MD MSA",24.0,917,1115,1384,1793,2053
,2402799999,"Baltimore-Columbia-Towson, MD MSA",24.0,917,1115,1384,1793,2053
,2402999999,"Kent County, MD",24.0,761,766,1010,1411,1569
,2403199999,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",24.0,1513,1548,1765,2263,2742
,2403399999,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",24.0,1513,1548,1765,2263,2742
,2403599999,"Baltimore-Columbia-Towson, MD MSA",24.0,917,1115,1384,1793,2053
,2403799999,"California-Lexington Park, MD MSA",24.0,891,1102,1343,1892,2258
,2403999999,"Somerset County, MD HUD Metro FMR Area",24.0,570,666,764,1093,1219
,2404199999,"Talbot County, MD",24.0,808,851,1076,1467,1863
,2404399999,"Hagerstown, MD HUD Metro FMR Area",24.0,577,683,874,1251,1513
,2404599999,"Salisbury, MD HUD Metro FMR Area",24.0,726,802,1048,1430,1650
,2404799999,"Worcester County, MD HUD Metro FMR Area",24.0,748,752,958,1361,1659
,2451099999,"Baltimore-Columbia-Towson, MD MSA",24.0,917,1115,1384,1793,2053
,2500103690,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500107175,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500107980,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500112995,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500116775,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500119295,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500123105,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500129020,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500139100,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500151440,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500155500,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500159735,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500170605,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500174385,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500182525,"Barnstable Town, MA MSA",25.0,1100,1265,1667,2089,2261
,2500300555,"Pittsfield, MA HUD Metro FMR Area",25.0,761,916,1153,1456,1626
,2500300975,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500304545,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500313345,"Pittsfield, MA HUD Metro FMR Area",25.0,761,916,1153,1456,1626
,2500314010,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500316180,"Pittsfield, MA HUD Metro FMR Area",25.0,761,916,1153,1456,1626
,2500321360,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500324120,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500326815,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500328180,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500330315,"Pittsfield, MA HUD Metro FMR Area",25.0,761,916,1153,1456,1626
,2500334340,"Pittsfield, MA HUD Metro FMR Area",25.0,761,916,1153,1456,1626
,2500334655,"Pittsfield, MA HUD Metro FMR Area",25.0,761,916,1153,1456,1626
,2500334970,"Pittsfield, MA HUD Metro FMR Area",25.0,761,916,1153,1456,1626
,2500342460,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500343300,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500344385,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500345420,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500346225,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500351580,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500353050,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500353960,"Pittsfield, MA HUD Metro FMR Area",25.0,761,916,1153,1456,1626
,2500356795,"Pittsfield, MA HUD Metro FMR Area",25.0,761,916,1153,1456,1626
,2500359665,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500360225,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500361065,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500367595,"Pittsfield, MA HUD Metro FMR Area",25.0,761,916,1153,1456,1626
,2500371095,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500373335,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500377990,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500379985,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500380685,"Berkshire County, MA (part) HUD Metro FMR Area",25.0,844,892,1175,1461,1593
,2500500520,"New Bedford, MA HUD Metro FMR Area",25.0,777,818,1012,1259,1372
,2500502690,"Providence-Fall River, RI-MA HUD Metro FMR Area",25.0,848,955,1148,1428,1714
,2500505280,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",25.0,833,996,1263,1639,1794
,2500516425,"New Bedford, MA HUD Metro FMR Area",25.0,777,818,1012,1259,1372
,2500516950,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",25.0,833,996,1263,1639,1794
,2500520100,"Easton-Raynham, MA HUD Metro FMR Area",25.0,1199,1240,1634,2130,2444
,2500522130,"New Bedford, MA HUD Metro FMR Area",25.0,777,818,1012,1259,1372
,2500523000,"Providence-Fall River, RI-MA HUD Metro FMR Area",25.0,848,955,1148,1428,1714
,2500525240,"New Bedford, MA HUD Metro FMR Area",25.0,777,818,1012,1259,1372
,2500538225,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",25.0,833,996,1263,1639,1794
,2500545000,"New Bedford, MA HUD Metro FMR Area",25.0,777,818,1012,1259,1372
,2500546598,"Providence-Fall River, RI-MA HUD Metro FMR Area",25.0,848,955,1148,1428,1714
,2500549970,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",25.0,833,996,1263,1639,1794
,2500556060,"Easton-Raynham, MA HUD Metro FMR Area",25.0,1199,1240,1634,2130,2444
,2500556375,"Providence-Fall River, RI-MA HUD Metro FMR Area",25.0,848,955,1148,1428,1714
,2500560645,"Providence-Fall River, RI-MA HUD Metro FMR Area",25.0,848,955,1148,1428,1714
,2500562430,"Providence-Fall River, RI-MA HUD Metro FMR Area",25.0,848,955,1148,1428,1714
,2500568750,"Providence-Fall River, RI-MA HUD Metro FMR Area",25.0,848,955,1148,1428,1714
,2500569170,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",25.0,833,996,1263,1639,1794
,2500577570,"Providence-Fall River, RI-MA HUD Metro FMR Area",25.0,848,955,1148,1428,1714
,2500701585,"Dukes County, MA",25.0,1599,1733,1976,2458,2791
,2500713800,"Dukes County, MA",25.0,1599,1733,1976,2458,2791
,2500721150,"Dukes County, MA",25.0,1599,1733,1976,2458,2791
,2500726325,"Dukes County, MA",25.0,1599,1733,1976,2458,2791
,2500750390,"Dukes County, MA",25.0,1599,1733,1976,2458,2791
,2500769940,"Dukes County, MA",25.0,1599,1733,1976,2458,2791
,2500778235,"Dukes County, MA",25.0,1599,1733,1976,2458,2791
,2500901260,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500901465,"Lawrence, MA-NH HUD Metro FMR Area",25.0,984,1148,1474,1833,1999
,2500905595,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500907420,"Lawrence, MA-NH HUD Metro FMR Area",25.0,984,1148,1474,1833,1999
,2500916250,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500921850,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500925625,"Lawrence, MA-NH HUD Metro FMR Area",25.0,984,1148,1474,1833,1999
,2500926150,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500927620,"Lawrence, MA-NH HUD Metro FMR Area",25.0,984,1148,1474,1833,1999
,2500927900,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500929405,"Lawrence, MA-NH HUD Metro FMR Area",25.0,984,1148,1474,1833,1999
,2500932310,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500934550,"Lawrence, MA-NH HUD Metro FMR Area",25.0,984,1148,1474,1833,1999
,2500937490,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500937560,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500937995,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500938400,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500940430,"Lawrence, MA-NH HUD Metro FMR Area",25.0,984,1148,1474,1833,1999
,2500940710,"Lawrence, MA-NH HUD Metro FMR Area",25.0,984,1148,1474,1833,1999
,2500941095,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500943580,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500945175,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500945245,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500946365,"Lawrence, MA-NH HUD Metro FMR Area",25.0,984,1148,1474,1833,1999
,2500952490,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500957880,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500958405,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500959105,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500959245,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500960015,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500968645,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500970150,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500974595,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",25.0,1742,1924,2336,2906,3168
,2500977150,"Lawrence, MA-NH HUD Metro FMR Area",25.0,984,1148,1474,1833,1999
,2501102095,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
,2501105560,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
,2501109595,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
,2501112505,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
,2501114885,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
,2501115200,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
,2501116670,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
,2501121780,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
,2501125730,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
,2501127060,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
,2501129475,"Franklin County, MA HUD Nonmetro FMR Area",25.0,886,972,1245,1653,1781
